komentar;value;clean_text;sentiment;sentiment_label
game anying pas loading malah ke ulang mulu ?????????????????? pas nyoba lagi juga sama gak ada hasil pas mau main aja kek gini ada masalah lagi pas baru turun dan pas mau keluar tiba tiba musuh langsung nembak saya nah masalahnya itu dari mana musuhnya itu padahal suara stepnya ada tapi orang nya kek gak ada anying lah gamenya;1;game anying pas loading ulang mulu pas nyoba gak hasil pas main aja kek gini pas turun pas musuh langsung nembak musuhnya suara stepnya orang nya kek gak anying gamenya;0;netral
Saya tidak terlalu tau banyak soal game, tapi menurut saya gamenya seru kok. Kalau bisa musim kedepannya ada Spiderman lagi !!! Edit 9 November 2023 : Saya merasa senang banyak update terbaru dari pubg mobile, meski pun tidak serame event yang lalu, tapi fitur terbaru pubg mobile belakangan ini sangat memuaskan. ?? Semangat terus buat pubg mobile.;5;tau game gamenya seru musim kedepannya spiderman edit 9 november 2023 senang update terbaru pubg mobile serame event fitur terbaru pubg mobile memuaskan semangat pubg mobile;0;netral
Harusnya baju seson tidak boleh di beli bebas.. karna hanya itu yg menandakan player lama atau baru.. saya kecewa dengan tindakan ini. Saya harap ada tanda untuk setiap player. Mulai Season 1 sampai season saat ini. Tolong kabulkanlah. Karna itu sangat berharga bagi saya pemain lama.;1;baju seson beli bebas karna menandakan player kecewa tindakan harap tanda player season 1 season tolong kabulkanlah karna berharga pemain;0;netral
Halo Devoleper, saya adalah penggemar berat geme PUBG MOBILE, saya sangat suka memainkannya. Saya ingin depolever menambah suara peluru melintas yang sangat-sangat mirip dengan aslinya. Dan itu keinginan saya hanya satu saja.;5;halo devoleper penggemar berat geme pubg mobile suka memainkannya depolever menambah suara peluru melintas sangatsangat aslinya;0;netral
Thankyou papji udah nemenin gw selama 3 tahun, banyak sudah kenangan gw selama main papji, yang mulai awal gw ga main solo terus sampai banyak teman, yang awal main have fun sampai ngikutin beberapa tour online/offline, ya pada akhirnya gw harus fokus pada real life gw, ga kerasa ya waktu cepat berlalu, dan gw memutuskan untuk rehat dari dunia game rpg ini, thanks you and good luck.;5;thankyou papji udah nemenin gw 3 kenangan gw main papji gw ga main solo teman main have fun ngikutin tour onlineoffline ya gw fokus real life gw ga kerasa ya cepat gw memutuskan rehat dunia game rpg thanks you and good luck;9022;positif
Saya mengalami bug damage saat bermain rank di mana saat detik terakhir permainan saya menembak musuh 3 kali dan mengenai kepala 2 kali dan tubuh satu kali dan musuh tetap saja tidak knock saya menggunakan M24 dan karena hal itu saya gagal chiken;1;mengalami bug damage bermain rank detik permainan menembak musuh 3 kali kepala 2 kali tubuh kali musuh knock m24 gagal chiken;-4939;negatif
Game ini cukup bagus, tapi tolong yg para cheaters x di hack aja...biar gk bisa main lagi, mainnya yg sportif aja...Bug masih saja mengganggu, nge frame dan permainan tidak stabil;5;game bagus tolong cheaters x hack ajabiar main mainnya sportif ajabug mengganggu nge frame permainan stabil;-4404;negatif
"Hei aku baru mainkan masih ada tower recall nah pas aku udah recall temen aku saat selanjutnya(udah mati mulai baru)nah itu udah ga ada kan jadi gabisa recall lagi itu kayak gimana aku kan jadi sendiri gampang mati lain kali betulin itu biar sepuasnya atau alasannya ""nanti musuh bisa recall lagi dan nanti gabisa menang""iya itu bener tapi kasih 3 kesempatan untuk recall temen biar menang kan kalo aku yang mati yang susah aku udah naikin ke gold malah turun kesilver Lagi naikin lagi turun lagi";3;hei mainkan tower recall pas udah recall temen selanjutnyaudah mati barunah udah ga gabisa recall kayak gimana gampang mati kali betulin biar sepuasnya alasannya musuh recall gabisa menangiya bener kasih 3 kesempatan recall temen biar menang kalo mati susah udah naikin gold turun kesilver naikin turun;0;netral
Versi terbarunya sangat meresahkan, Knapa ya,gyro saya aktif tapi klau udah di dalam game nga bisa gyronya. Pokonya versi terbarunya pubg kebanyakan ngebug. Hanya itu dari saya cukup sekian dan terimakasih.;4;versi terbarunya meresahkan knapa yagyro aktif klau udah game nga gyronya pokonya versi terbarunya pubg kebanyakan ngebug sekian terimakasih;0;netral
Semakin update semakin tidak jelas dan bug yg tidak kunjung diperbaiki, masalah jaringan lah, frame parah lah, makin berat makin g asik lagi sekarang pubg g kayak dulu lagi masih rame yg main, good bye PUBG;1;update bug kunjung diperbaiki jaringan frame parah berat g asik pubg g kayak rame main good bye pubg;4404;positif
saya sagat suka gem ini lebih puas bermain , apalagi kalau jaringan yang sangat mendukung, bisa selalu ciken, dari pada brmain domino kalau di mainkan tidak pernah mengasi kemenagan, yang ada cuma menghabis kan uang untuk belik cip.;5;sagat suka gem puas bermain jaringan mendukung ciken brmain domino mainkan mengasi kemenagan menghabis uang belik cip;0;netral
Sebelum update dan sesudah update, selalu ada bug fps drop/fps tidak stabil , game ini memiliki banyak bug di setiap pembaruan. Menjengkelkan!!;1;update update bug fps dropfps stabil game memiliki bug pembaruan menjengkelkan;0;netral
Ini game knapa ya jaringan nya sering eror di coba game sebelah lancar ajh tiktok juga ga ada kendala, tapi knapa pas maen ini game selalu merah jaringannya terus ada bacaan SERVER TIDAK MERESPON, tolong dong admin perbaiki, klo udh lancar jaya saya kasih bintang 5 deh??;3;game knapa ya jaringan nya eror coba game sebelah lancar ajh tiktok ga kendala knapa pas maen game merah jaringannya bacaan server merespon tolong admin perbaiki klo udh lancar jaya kasih bintang 5 deh;0;netral
Game cacat, pertama saya update 800mb, setelah update tidak bisa login, saya hapus uninstal saya dowload lagi 800 mb, setelah download minta di update 800 mb, setelah update tetap tidak bisa login, saya sudah menghabiskan data sekitar 5 gb download dan update tetap saja tidak bisa login, saya sudah mengeluarkan banyak uang untuk satu game ini;1;game cacat update 800mb update login hapus uninstal dowload 800 mb download update 800 mb update login menghabiskan data 5 gb download update login mengeluarkan uang game;0;netral
Wow hape ku Samsung note 10+ sangat lancar bermain ini, walaupun berkali-kali update tetap saja lancar tidak lag, pokoknya semua mentok kanan. Ditambah ada WiFi rumah yang sangat kencang seperti bermain di warnet setiap hari .sangat puass. Untuk Tencent terus lakukan update yang besar besaran agar SEMUA KALANGAN DAPAT BERMAIN PUBG MOBILE DENGAN LANCAR;4;wow hape ku samsung note 10 lancar bermain berkalikali update lancar lag pokoknya mentok kanan ditambah wifi rumah kencang bermain warnet puass tencent lakukan update besaran kalangan bermain pubg mobile lancar;34;positif
"Gak bisa login sama sekali,padahal jaringan lancar,pas login ad tulisan eror nya trs d suruh kembali lgi dri awal,dri semalam gua gak bisa main gara"" ini,udah uninstal trs instal tetep gak bisa,game rusak";1;gak login sekalipadahal jaringan lancarpas login ad tulisan eror nya trs d suruh lgi dri awaldri semalam gua gak main gara iniudah uninstal trs instal tetep gak bisagame rusak;0;netral
Tolong jangan event aja di perbanyak..bug nya juga di perbaiki..keluar sendiri gak bisa masuk in game lagi..mic aktif gak ada suaranya..gak bisa lari cuma jalan santai aja..di repot gak ada respon..;4;tolong event aja perbanyakbug nya perbaikikeluar gak masuk in game lagimic aktif gak suaranyagak lari jalan santai ajadi repot gak respon;0;netral
Sangat tidak puass Dari pada mikirin event, skin, xsuit yg tidak ada henti hentinya lebih baik pikirkan game play real, karna apaa, untuk srang2 PUBG skin senjata uda mulai kaya FF keliatan kartun nya, jdi kurang menarik, lebih real ada mode malam nya kaya season dulu, ppkonya season dulu tak tergantikan, yg ga kaya PUBG sekrang skin senjata, dah kaya film KARTUN, jauh dri nyata, Ayo para player pUBG kasih bintang 1 biar ini game di hapus dari play store lahh,,, game tdk mmikirkan kalangaN;1;puass mikirin event skin xsuit henti hentinya pikirkan game play real karna apaa srang2 pubg skin senjata uda kaya ff keliatan kartun nya jdi menarik real mode malam nya kaya season ppkonya season tergantikan ga kaya pubg sekrang skin senjata dah kaya film kartun dri nyata ayo player pubg kasih bintang 1 biar game hapus play store lahh game tdk mmikirkan kalangan;765;positif
Tolong kepada develop pubg mobile, untuk pengguna yg menggunakan bug yg merugikan org lain langsung diblok aja dari awal masa iya menunggu laporan dulu, pengecut skali, kalo emg skill gamumpuni uda gausah main, cari game yg lain, tolol dipelihara... Pengecut banget sih yg main pakai² bug, kita yg kesel tau gasih... Tolong untuk developer... Diperbaiki sgala keadaannya..;1;tolong develop pubg mobile pengguna bug merugikan org langsung diblok aja iya menunggu laporan pengecut skali kalo emg skill gamumpuni uda gausah main cari game tolol dipelihara pengecut banget sih main pakai² bug kesel tau gasih tolong developer diperbaiki sgala keadaannya;0;netral
Tolong lah Developer PUBG, saya baru come back ke pubg malah server tidak merespon trus, di uninstal trus instal lagi tetep aja nga bisa. Mohon bantuannya demi kenyamanan pengalaman bermaen saya??;3;tolong developer pubg come back pubg server merespon trus uninstal trus instal tetep aja nga mohon bantuannya kenyamanan pengalaman bermaen;0;netral
Saran dari saya, daripada nambah map baru terus dan tak terpakai semua, mending map-map lama erenggel dan miramar di tingkatkan lagi nambah misal pulau baru di erenggel, bangunan baru dan di miramar tambah lagi bangunannya. Tambah senjata anti tank kornet, claymore.;4;saran nambah map terpakai mending mapmap erenggel miramar tingkatkan nambah pulau erenggel bangunan miramar bangunannya senjata anti tank kornet claymore;-3182;negatif
Thankyou papji udah nemenin gw selama 3 tahun, banyak sudah kenangan gw selama main papji, yang mulai awal gw ga main solo terus sampai banyak teman, yang awal main have fun sampai ngikutin beberapa tour online/offline, ya pada akhirnya gw harus fokus pada real life gw, ga kerasa ya waktu cepat berlalu, dan gw memutuskan untuk rehat dari dunia game rpg ini, thanks you and good luck.;5;thankyou papji udah nemenin gw 3 kenangan gw main papji gw ga main solo teman main have fun ngikutin tour onlineoffline ya gw fokus real life gw ga kerasa ya cepat gw memutuskan rehat dunia game rpg thanks you and good luck;9022;positif
Tolong lah Developer PUBG, saya baru come back ke pubg malah server tidak merespon trus, di uninstal trus instal lagi tetep aja nga bisa. Mohon bantuannya demi kenyamanan pengalaman bermaen saya??;3;tolong developer pubg come back pubg server merespon trus uninstal trus instal tetep aja nga mohon bantuannya kenyamanan pengalaman bermaen;0;netral
Tolong jangan event aja di perbanyak..bug nya juga di perbaiki..keluar sendiri gak bisa masuk in game lagi..mic aktif gak ada suaranya..gak bisa lari cuma jalan santai aja..di repot gak ada respon..;4;tolong event aja perbanyakbug nya perbaikikeluar gak masuk in game lagimic aktif gak suaranyagak lari jalan santai ajadi repot gak respon;0;netral
kalau bisa di perbaiki bug nya karena setiap kali klo bermain kadang karakternya itu cacat dan gambarnya sering terlihat buram ??????;5;perbaiki bug nya kali klo bermain kadang karakternya cacat gambarnya buram;0;netral
Bug yang menurut gw paling ngeselin cuma satu yaitu setelah download data contohnya map sama mode, itu selesai download gak bisa dimainin cuma download jeda-download jeda gitu terus jadi tolong diperbaiki segera mungkin oke;1;bug gw ngeselin download data contohnya map mode selesai download gak dimainin download jedadownload jeda gitu tolong diperbaiki oke;0;netral
Saran dari saya, daripada nambah map baru terus dan tak terpakai semua, mending map-map lama erenggel dan miramar di tingkatkan lagi nambah misal pulau baru di erenggel, bangunan baru dan di miramar tambah lagi bangunannya. Tambah senjata anti tank kornet, claymore.;4;saran nambah map terpakai mending mapmap erenggel miramar tingkatkan nambah pulau erenggel bangunan miramar bangunannya senjata anti tank kornet claymore;-3182;negatif
Harusnya baju seson tidak boleh di beli bebas.. karna hanya itu yg menandakan player lama atau baru.. saya kecewa dengan tindakan ini. Saya harap ada tanda untuk setiap player. Mulai Season 1 sampai season saat ini. Tolong kabulkanlah. Karna itu sangat berharga bagi saya pemain lama.;1;baju seson beli bebas karna menandakan player kecewa tindakan harap tanda player season 1 season tolong kabulkanlah karna berharga pemain;0;netral
tolong developer pubg mobile, untuk memperbaiki bug level misi 39, saya sudah masuk pertempuran di antara jam 18:00-22:00 tapi misinya gak selesai selesai, tolong di perbaiki ya.;2;tolong developer pubg mobile memperbaiki bug level misi 39 masuk pertempuran jam 18002200 misinya gak selesai selesai tolong perbaiki ya;0;netral
Game cacat, pertama saya update 800mb, setelah update tidak bisa login, saya hapus uninstal saya dowload lagi 800 mb, setelah download minta di update 800 mb, setelah update tetap tidak bisa login, saya sudah menghabiskan data sekitar 5 gb download dan update tetap saja tidak bisa login, saya sudah mengeluarkan banyak uang untuk satu game ini;1;game cacat update 800mb update login hapus uninstal dowload 800 mb download update 800 mb update login menghabiskan data 5 gb download update login mengeluarkan uang game;0;netral
"Setiap mw pembaruan terlalu besar ramnya.jadi tolong di kecilkan lagi....klo gini terus nanti gak ada yg main. Hmmm apa an baru masuk sudah keluar "" Game gak jelas";1;mw pembaruan ramnyajadi tolong kecilkan lagiklo gini gak main hmmm an masuk game gak;0;netral
Game yang selalu jadi pemenang dalam rating gameplay battleground dengan graphics yang realistic dan gameplay yang selalu menarik dengan event yang selalu update setiap seasonnya dan banyak skin senjata yang bagus dan menarik;5;game pemenang rating gameplay battleground graphics realistic gameplay menarik event update seasonnya skin senjata bagus menarik;-4019;negatif
Gajelas makin kesini makin nge frame, sering patah², bug, remder, kacau, harus iphone 30 kah? Dulu ipad air 2 punya gua masih bisa d pake maen skrng sama sekali gabisa, pas turun dri pesawat bukanya cari senjata ini boro² malah diem, bentuk rumah remder semua, taiiiiiii Skrng gua pake samsung note 10 plus, awalnya pake smooth extreme lancar jaya, lah skrng pake smooth ultra aja patah² kaya pake hp mito anjingg lah Please dong jangan yg berat²??;2;gajelas kesini nge frame patah² bug remder kacau iphone 30 kah ipad air 2 gua d pake maen skrng gabisa pas turun dri pesawat bukanya cari senjata boro² diem bentuk rumah remder taiiiiiii skrng gua pake samsung note 10 plus pake smooth extreme lancar jaya skrng pake smooth ultra aja patah² kaya pake hp mito anjingg please berat²;3182;positif
Game FPS dengan model tpp bisa multiplayer dan bermain dengan para proplayer yang menenganggan walaupun banyak update an dan game yang timeless tidak habis di makan waktu.;5;game fps model tpp multiplayer bermain proplayer menenganggan update an game timeless habis makan;0;netral
Trlalu ngbug kalo kita main di even gak keliatan apa² gak bisa melihat apa² tahu² sudah mati dan main di livik pun sama ngbug juga.tolong dong ya di perbaiki lagi masalah ngbug nya itu.kalo yg lain is ok tidak masalah.coba itu ngbug nya di perbaiki lagi ngbug klo turun di even gak belur semua gak kelihatan apa²;5;trlalu ngbug kalo main even gak keliatan apa² gak apa² tahu² mati main livik ngbug jugatolong ya perbaiki ngbug nya itukalo is ok masalahcoba ngbug nya perbaiki ngbug klo turun even gak belur gak apa²;296;positif
keren abisss...., makin lama makin gk mendukung server nya, di setiap ada orang pasti nge lag, nembak kga gk mau brendet, damage jga gk sakit.... tinggal liat pembaruan berikutnya, kalau masih parah ada kemungkinan banyak player yang kecewa....;2;keren abisss mendukung server nya orang nge lag nembak kga brendet damage jga sakit tinggal liat pembaruan parah player kecewa;-6808;negatif
Kenapa beberapa hari ini server nya selalu tinggi padahal jaringan normal sampai gak bisa main karna Pong tiinggi terus , sudah restart, mode pesawat tetep aja Ping nya tinggi terus padahal jaringan normal;1;server nya jaringan normal gak main karna pong tiinggi restart mode pesawat tetep aja ping nya jaringan normal;0;netral
Game rusak, aku tak butuh booot cuma butuh ping yg stabil bukan ping 400 atau 667 ... Device memadai tower sinyal dekat rumah, youtube lancar donload 17mb/d .. Main event di pubg ping diatas 500 pas lawan boot ping 20..kocak game rusak... Ram 8/257 Snapdragon 8gen1..makasih semoga rating nya makin menurun;1;game rusak butuh booot butuh ping stabil ping 400 667 device memadai tower sinyal rumah youtube lancar donload 17mbd main event pubg ping diatas 500 pas lawan boot ping 20kocak game rusak ram 8257 snapdragon 8gen1makasih semoga rating nya menurun;0;netral
Update skrg malah pergerakan karakter jadi lambat, ambil loot juga lambat.. padahal internet 100mbps, device poco f3 snapdragon 870.. awalnya saya k/d 4 skrg jadi kd 1,9;1;update skrg pergerakan karakter lambat ambil loot lambat internet 100mbps device poco f3 snapdragon 870 kd 4 skrg kd 19;0;netral
Sudah satu tahun lebih saya bermain game pubg ini dan saya merasa senang walau pun device kurang memadai tapi semakin kesini semakin lancar dan ini game battle ground favorit sih jadi lima bintang dan tolong kembangkan jauh lebih baik lagi;5;bermain game pubg senang device memadai kesini lancar game battle ground favorit sih bintang tolong kembangkan;-3818;negatif
Maaf,tolong perbaiki serper nya,saat main ping nya lbih suka merah,kalo main game lain lancar aja,mana item suka ilang² ga jelas,tolong di perbaiki lagi,ini sangat merugikan;2;maaftolong perbaiki serper nyasaat main ping nya lbih suka merahkalo main game lancar ajamana item suka ilang² ga jelastolong perbaiki lagiini merugikan;0;netral
Krafton sekarang pelit, setiap gaca gak pernah dapet skin permanent udah habis puluhan kupon biar dapet glacier gak dapat dapat. Gak kaya dulu gampang dapet skin permanent yang bagus. Kadang masih suka ngebug senjata;4;krafton pelit gaca gak dapet skin permanent udah habis puluhan kupon biar dapet glacier gak gak kaya gampang dapet skin permanent bagus kadang suka ngebug senjata;0;netral
Tolong di perbaiki keluhan kami, 1. Masalah jalan yang sering nyangkut, 2. Masalah peluru yang lama munculnya, 3. Sering terjadinya keluar sendiri di saat kami sedang perang, terimakasih ??????????;2;tolong perbaiki keluhan 1 jalan nyangkut 2 peluru munculnya 3 perang terimakasih;0;netral
Rating 1 aja. Soalnya td pas LG di lobi tiba2 kembali ke login FB. Sampek sekarang ga bisa masuk. Pas mw login pasti dengan sendirinya mental ke Facebook chrom.. mohon di perbaiki;1;rating 1 aja td pas lg lobi tiba2 login fb sampek ga masuk pas mw login mental facebook chrom mohon perbaiki;0;netral
Update terbaru botnya lebih banyak dan saya merasa sangat tidak nyaman dan risih akan hal tersebut. Saya harus mengulang matchmaking agar bisa bertemu dengan room yang kebanyakan player. Apabila hal ini tidak diperbaiki, pubg bisa sepi peminat.;3;update terbaru botnya nyaman risih mengulang matchmaking bertemu room kebanyakan player diperbaiki pubg sepi peminat;0;netral
saran aja sii buat level infinite , size pubg di kurangin jadi player yang hp nya kurang kuat masii bisa buat main lagi and mungkin dengan cara ini pubg bisa rame lagi , kalo size nya uda di kecilin langsung promosikan biar pada tau;5;saran aja sii level infinite size pubg kurangin player hp nya kuat masii main and pubg rame kalo size nya uda kecilin langsung promosikan biar tau;0;netral
Ntah knp pubg skrng makin lelet, padahal jaringan lancar terus kadang suka keluar sendiri. Bahkan sampe harus login ulang ga cuma sekali dua kali kejadian gini;1;ntah knp pubg skrng lelet jaringan lancar kadang suka sampe login ulang ga kali kejadian gini;0;netral
Setelah update event malah patah - patah. Bahkan di dalam mode latihan.... Tolong developer unruk diperbaiki... Terima kasih;4;update event patah patah mode latihan tolong developer unruk diperbaiki terima kasih;0;netral
Game nya jangan update event terus aneh... ,optimalin game nya di semua davice ,android terutama ,terlalu banya frem drop saat bermain ,padahal player terbanyak dulu player android ,skarang makin sepi karna makin kesini android terlalu banyak frem drop ,dan aneh nya kalo ketemu player iphone ,freme drop nggk jelas ,terlalu pilih kasih nih game ,rasis nih game hp android anak tiri;3;game nya update event aneh optimalin game nya davice android banya frem drop bermain player player android skarang sepi karna kesini android frem drop aneh nya kalo ketemu player iphone freme drop nggk pilih kasih nih game rasis nih game hp android anak tiri;-6486;negatif
Sering Frame drop ngelag, jangan cuma update skin tapi juga kelancaran gameplay. Versi korea lebih stabil dan gak pelit kayak global;1;frame drop ngelag update skin kelancaran gameplay versi korea stabil gak pelit kayak global;-2732;negatif
Update gk penting 800mb gila isi konten sampah jualan baju gk jelas bikin tambah berat. Balikin pubg ke jaman dulu hp low end ngangkat. Ini update kebanyakan map mana jarang player main di map baru yg aneh;1;update 800mb gila isi konten sampah jualan baju bikin berat balikin pubg jaman hp low end ngangkat update kebanyakan map jarang player main map aneh;-2732;negatif
Game yang sangat tidak ramah dengan device yang pas-pasan sekarang mending alih game daripada main tapi sering banget ngalamin frame drop,lag patah patah parah...selamat tinggal pubg;1;game ramah device paspasan mending alih game main banget ngalamin frame droplag patah patah parahselamat tinggal pubg;0;netral
makin lama makin gk beres..sering bug..pas dlm pertempuran tiba tiba keluar sendiri..kadang keluar tulisan..pertempuran berakhir.silahkan ke lobi..mksd nya apa cb;3;beressering bugpas dlm pertempuran sendirikadang tulisanpertempuran berakhirsilahkan lobimksd nya cb;0;netral
dulu suka banget sama pubg mobile karena gamenya realistis dan benar² ngandelin skill dan koordinasi tapi makin kesini malah makin nggak logis pubg dari season dulu sangat nyaman mainnya karena realistis,seru,perang² tapi semenjak yang ada kuil terbang nembakin ular ratu makin nggak jelas Rindu pubg dulu yang masih masuk akal pengen balik lagi ke season alan walker :);3;suka banget pubg mobile gamenya realistis benar² ngandelin skill koordinasi kesini nggak logis pubg season nyaman mainnya realistisseruperang² semenjak kuil terbang nembakin ular ratu nggak rindu pubg masuk akal pengen season alan walker;0;netral
Game nya udah bagus sih dari segi grafik tapi perlu di perhatikan lagi, masih banyak bug contohnya seperti bug jalan nya lambat dan masih banyak lagi, dan tolong Tencent harga UC di turunin lagi ... minimal seharga DM free fire ??;5;game nya udah bagus sih segi grafik perhatikan bug contohnya bug jalan nya lambat tolong tencent harga uc turunin minimal seharga dm free fire;2263;positif
"Sebenernya sudah bagus tp sering ngeleg waktu ktmu musuh..ktika sudah stabil tau"" sudah mati kna tembak.. Tolong yg seperti ini di perhatikan lagi supaya lbih nyaman dan lebih baik,";4;sebenernya bagus tp ngeleg ktmu musuhktika stabil tau mati kna tembak tolong perhatikan lbih nyaman;0;netral
Creator ngk jelas selalu aja setiap update akun gue d keluarkan atau tidak di kaitkan alhasil ngak bisa login, perbaikin dong bukan cuman saya aja mungkin para gamer yang lain juga, update selalu terlambat untuk versi global;1;creator ngk aja update akun gue d keluarkan kaitkan alhasil ngak login perbaikin cuman aja gamer update terlambat versi global;0;netral
Babi gak bisa login padahal sudah semua di izinkan masih aja gak bisa login, bukan karena internet tapi terus terusan di notif pas mau login please anable storage access permission for this app in settings and restart the game tapi berulang kali sudah di izinkan masih saja tidak bisa login ??;1;babi gak login izinkan aja gak login internet terusan notif pas login please anable storage access permission for this app in settings and restart the game berulang kali izinkan login;3182;positif
Hallo pubg mobile,maaf saya agak kecewa ,saya udah lama ga main pubg tapi saya download lagi abis download game ini di beranda awal aman aman aja tapi ko pas udh di in game layar tiba2 freze ga bisa di sentuh tapi layar di matiin sentuh camrra dll bisa,masuk lagi pubg tiba2 freze lagi ,tolonggg bagai mana solusinya ,hp saya sudah mendukung di aplikasi ini;1;hallo pubg mobilemaaf kecewa udah ga main pubg download abis download game beranda aman aman aja ko pas udh in game layar tiba2 freze ga sentuh layar matiin sentuh camrra dll bisamasuk pubg tiba2 freze tolonggg solusinya hp mendukung aplikasi;0;netral
Assalamualaikum,saya mau bertanya tentang senjata di mode metro royale,yaitu ak47 kenapa kecepatan tembakan nya kadang lambat kadang cepat apakah ini semacam bug atau di nerf,mohon jawaban nya??;5;assalamualaikumsaya senjata mode metro royaleyaitu ak47 kecepatan tembakan nya kadang lambat kadang cepat bug nerfmohon nya;0;netral
seharusnya tiap event ada hadiah buat pemain berbentuk uang elektronik, yg bisa di tarik di e walet, itung2 uji ketetampilan, jadi semua pemain bisa ikut turnamen, saling menguntukan pemain dengan penyelenggara,jangan menguntungkan sepihak aja, setiap bulan harus apdet mulu.. kasih dong pemain hadiah.. makasih;5;event hadiah pemain berbentuk uang elektronik tarik e walet itung2 uji ketetampilan pemain turnamen menguntukan pemain penyelenggarajangan menguntungkan aja apdet mulu kasih pemain hadiah makasih;0;netral
Kenapa saya tidak bisa update lagi, selalu saja ngulang dan ngulang kalo mau update, harus uninstall terus download lagi, Kouta saya terkuras game sialan ini, tolong di tanggapi hal ini, karena sangat merugikan player dan mengurangi banyak player PUBG.;1;update ngulang ngulang kalo update uninstall download kouta terkuras game sialan tolong tanggapi merugikan player mengurangi player pubg;0;netral
sejauh ini saya bermain, masih aman aja gak ada masalah sama sekali, tampilan skin, tampilan map bagus semua gak ada yang mengecewakan. tetap seperti ini ya jangan di rubah rubah.. mantab pubg mobile..;5;bermain aman aja gak tampilan skin tampilan map bagus gak mengecewakan ya rubah rubah mantab pubg mobile;0;netral
Tolong di perbaiki untuk akses login. Setlh update 2.8 sering trjadi eror saat login.. Buka game lain normal Tlong jngn bkin player kcwa.. Saya sudah cukup banyak mengeluarkan uang untuk game ini!!;1;tolong perbaiki akses login setlh update 28 trjadi eror login buka game normal tlong jngn bkin player kcwa mengeluarkan uang game;0;netral
Setelah update, bug tidak bisa lari masih saja terjadi. Tentunya itu mempengaruhi pengalaman bermain player, tolong segera diatasi;4;update bug lari mempengaruhi pengalaman bermain player tolong diatasi;0;netral
Bintang 3 dulu.. Buat delevore nya mohon keringanan nya kita dari pihak lemah ingin sekali bermain dengan sempurna. Tetapi kita iri dengan para Sultan yang memiliki sekin yg bagus. Tolong buat delevore nya beri kami kemudahan dalam sekin yang tak mampu;3;bintang 3 delevore nya mohon keringanan nya lemah bermain sempurna iri sultan memiliki sekin bagus tolong delevore nya kemudahan sekin;0;netral
"Tidak bisa login menggunakan wifi "" restrict area"" itu kenapa ya ? Tapi giliran login pakai data seluler bisa . Game lain main pakai wifi lancar . Tapi kenapa pubg tidak bisa login pakai wifi ??";2;login wifi restrict area ya giliran login pakai data seluler game main pakai wifi lancar pubg login pakai wifi;-3818;negatif
Parah bener,update trs menurus hasilnya malah banyak bugnya,ini login susah bnged untuk download obbnya padahal sinyal bagus hp jga ramnya ga kecil,pantesan ratingnya makin lama makin sedikit;2;parah benerupdate trs menurus hasilnya bugnyaini login susah bnged download obbnya sinyal bagus hp jga ramnya ga kecilpantesan ratingnya;0;netral
"Untuk Pihak TENCENT: • Terima Kasih sdh mendengarkan keluhan & masukan kami; • Sumber Daya Klasik yg terlalu besar & • Banyak Skin² Yg perlu didownload dengan mempunyai Kapasitas yg besar. • Terlalu banyak Tema yg membuat arti game jadi aneh. SEKIAN. Thank's";5;tencent terima kasih sdh mendengarkan keluhan masukan sumber daya klasik skin² didownload kapasitas tema arti game aneh sekian thanks;4404;positif
Kembalikan PUBG yang dulu pas season 3 belom banyak update. ane pake SDM 845 aja ngeframe parah. Jaringan gak stabil. kebanyakan update gak jelas. Frame gak jelassss ..berat udah servernyaa;1;kembalikan pubg pas season 3 belom update ane pake sdm 845 aja ngeframe parah jaringan gak stabil kebanyakan update gak frame gak jelassss berat udah servernyaa;0;netral
Lama tak bermain, login tiba2 akun di banned, tak pernah menggunakan apk appun pihak ke 3. Merit selalu 100 terjaga, tak pernah merugikan teman bermain. Hanya game tapi buat peraturan seenaknya tanpa alasan jelas!!!!;1;bermain login tiba2 akun banned apk appun 3 merit 100 terjaga merugikan teman bermain game peraturan alasan;-516;negatif
gimana sih pubg ini gajelas ,ditambah event pmgc saaat main malah jadi ngeframe padahal hp nya high end lo dapet 90 fps .gara2 ada tu event malah jdi ngeframe gajelas. tolong dong di fix jdi males main kek gini.;1;gimana sih pubg gajelas ditambah event pmgc saaat main ngeframe hp nya high end lo dapet 90 fps gara2 tu event jdi ngeframe gajelas tolong fix jdi males main kek gini;0;netral
Aduh parah ni pubg MOBILE kemaren awal yah eror terus di instal lagi nah udah ter instal eh sam aja eror gak bisa masuk gem... Pedahal saya main pubg mobile dari tahun 2019 sampe 2023..eh malah gem ya eror jadi????.. Ada apa dengan PUBG MOBILE ??????????;1;aduh parah ni pubg mobile kemaren yah eror instal udah ter instal eh sam aja eror gak masuk gem pedahal main pubg mobile 2019 sampe 2023eh gem ya eror pubg mobile;0;netral
pabjiiii banyakkk bug nya ini gimanaa, mau main jadi ganyaman ini, apalagi masalah suaranya juga, udah sampe uninstall, terus instal lagi, perbaiki y tolong;1;pabjiiii banyakkk bug nya gimanaa main ganyaman suaranya udah sampe uninstall instal perbaiki y tolong;0;netral
